student_id,task_id,true_skill_score,time_to_first_attempt,total_attempts,compile_count,error_count,hint_count,repeated_error_count,solution_correctness,test_cases_passed,time_to_solution,code_changes
S026,T002,49.0,53.31,6,7,7,2,5,0.4114,5,561.21,12
S026,T003,49.0,67.99,7,7,8,3,7,0.2551,2,758.15,13
S026,T004,31.0,63.55,5,5,8,3,6,0.315,3,608.63,10
S026,T005,31.0,75.6,5,5,8,4,7,0.2223,1,743.17,11
S026,T006,86.0,21.94,2,2,2,1,1,0.8441,8,167.61,3
S026,T007,86.0,29.39,2,4,2,1,0,0.7705,8,313.78,3
S026,T008,83.0,35.1,4,5,3,1,1,0.6914,6,381.6,7
S026,T009,80.0,18.68,2,4,2,0,0,0.8317,8,192.94,3
S026,T010,80.0,30.82,2,4,3,2,1,0.7114,7,322.03,5
S026,T011,49.0,53.54,6,8,6,2,4,0.4917,4,472.64,10
S026,T012,49.0,57.22,6,8,6,3,4,0.4234,4,561.11,10
S026,T013,49.0,64.32,7,7,7,3,6,0.2893,4,739.63,13
S026,T014,31.0,67.68,5,7,7,3,6,0.2889,2,660.78,11
S026,T015,31.0,68.65,6,7,7,4,7,0.2474,2,726.18,12
S026,T016,31.0,84.47,8,9,8,5,8,0.1308,1,894.09,14
S026,T017,86.0,18.17,1,2,1,1,0,0.8781,9,143.58,1
S026,T018,86.0,24.73,1,3,3,1,1,0.7933,8,259.38,3
S026,T019,86.0,37.06,4,4,3,2,1,0.6446,6,436.01,6
S026,T020,83.0,22.8,3,5,2,1,1,0.8104,8,184.6,4
S026,T021,83.0,34.13,3,4,3,2,1,0.7097,7,322.4,6
S026,T022,83.0,34.06,3,5,4,2,1,0.7103,7,361.22,6
S026,T023,83.0,38.64,3,3,4,2,1,0.6621,7,417.27,7
S026,T024,83.0,41.84,4,6,4,2,1,0.6369,6,457.5,7
S026,T025,83.0,24.96,3,3,3,1,1,0.7499,8,314.4,6
S026,T026,80.0,23.44,2,3,1,1,0,0.8186,8,180.77,2
S026,T027,80.0,36.8,4,4,3,2,2,0.6761,7,372.8,6
S026,T028,80.0,34.76,3,4,2,1,0,0.6835,6,374.7,4
S026,T029,80.0,39.93,4,4,3,1,1,0.6364,7,468.26,7
S026,T030,80.0,40.33,3,4,4,2,2,0.5979,6,456.2,6
S027,T001,48.0,50.46,6,7,6,3,3,0.4889,6,504.59,10
S027,T002,48.0,65.13,6,8,7,3,5,0.3498,4,664.83,12
S027,T003,48.0,75.65,7,8,7,3,6,0.2403,2,765.32,13
S027,T004,33.0,65.39,6,6,6,4,5,0.322,4,635.79,10
S027,T005,33.0,77.8,7,9,7,4,7,0.2208,1,752.61,13
S027,T006,83.0,28.35,3,5,3,1,1,0.8141,8,206.94,5
S027,T007,83.0,29.79,4,6,2,2,1,0.7036,8,367.65,6
S027,T008,87.0,33.68,2,3,3,1,1,0.7476,7,312.53,5
S027,T009,35.0,63.16,5,7,7,3,6,0.3366,4,626.92,10
S027,T010,35.0,66.66,6,7,8,3,7,0.2614,3,693.19,13
S027,T011,48.0,52.91,4,5,4,2,2,0.4996,5,464.01,7
S027,T012,48.0,63.1,5,6,7,3,6,0.3711,3,630.05,10
S027,T013,48.0,67.82,5,6,8,3,7,0.3082,3,696.79,12
S027,T014,33.0,67.05,6,7,7,3,6,0.3462,4,610.14,11
S027,T015,33.0,71.97,7,7,9,4,8,0.2133,3,772.64,15
S027,T016,33.0,88.14,8,8,10,4,11,0.0942,0,924.67,15
S027,T017,83.0,23.46,2,3,3,1,1,0.8214,9,188.81,4
S027,T018,83.0,24.07,2,2,2,2,1,0.7585,7,321.35,4
S027,T019,83.0,41.41,3,4,3,2,1,0.6362,5,453.37,6
S027,T020,87.0,15.22,2,2,1,1,1,0.8761,8,128.73,3
S027,T021,87.0,25.79,2,4,2,1,1,0.8056,7,249.48,3
S027,T022,87.0,30.58,3,3,3,1,1,0.7691,8,295.78,6
S027,T023,87.0,31.25,3,5,3,1,1,0.682,8,408.76,5
S027,T024,87.0,32.27,4,5,3,2,1,0.6769,7,403.65,6
S027,T025,87.0,26.12,2,2,3,1,1,0.7757,8,292.69,5
S027,T026,35.0,64.22,5,5,6,3,5,0.3727,4,560.67,11
S027,T027,35.0,67.19,5,7,8,4,6,0.2818,3,672.81,12
S027,T028,35.0,79.22,6,6,7,4,6,0.217,3,735.82,12
S027,T029,35.0,78.36,6,8,10,4,10,0.1299,1,869.04,15
S027,T030,35.0,74.24,7,9,8,4,7,0.1897,1,800.0,14
S028,T001,59.0,38.96,4,4,4,2,2,0.6266,6,370.39,7
S028,T002,59.0,50.68,5,6,6,2,4,0.4631,4,554.17,10
S028,T003,59.0,58.06,6,8,6,3,5,0.4016,5,617.81,11
S028,T004,34.0,66.39,6,6,7,4,6,0.3021,2,633.0,12
S028,T005,34.0,67.93,5,5,7,4,6,0.2622,3,744.2,10
S028,T006,76.0,30.22,3,5,3,1,1,0.7621,8,274.12,6
S028,T007,76.0,37.09,2,3,2,2,1,0.6917,8,355.13,3
S028,T008,76.0,35.06,3,5,3,1,1,0.6674,6,386.85,6
S028,T009,38.0,56.86,5,5,6,3,4,0.418,4,535.97,9
S028,T010,38.0,69.7,6,8,8,3,7,0.3162,3,698.07,12
S028,T011,59.0,41.48,3,5,4,2,2,0.5572,6,413.52,7
S028,T012,59.0,54.83,6,8,6,3,4,0.4509,5,586.65,11
S028,T013,59.0,58.94,6,8,5,3,4,0.3824,4,684.58,11
S028,T014,34.0,62.45,6,8,6,4,5,0.3799,4,599.97,10
S028,T015,34.0,72.19,7,9,8,4,7,0.206,2,793.08,14
S028,T016,34.0,73.87,8,8,8,4,8,0.1665,1,846.31,15
S028,T017,76.0,26.66,3,5,3,1,0,0.7943,8,224.12,6
S028,T018,76.0,33.15,3,3,3,2,1,0.6463,6,386.51,5
S028,T019,76.0,42.4,4,5,3,2,2,0.5919,6,469.36,7
S028,T020,76.0,30.62,2,3,3,1,1,0.7629,8,221.87,5
S028,T021,76.0,36.15,3,3,4,2,2,0.6289,6,387.41,7
S028,T022,76.0,41.0,3,5,4,1,2,0.6413,6,411.75,7
S028,T023,76.0,40.31,5,5,3,2,1,0.5794,6,487.55,7
S028,T024,76.0,44.05,4,6,5,2,2,0.5743,5,507.53,7
S028,T025,76.0,40.03,3,3,4,1,2,0.6609,7,360.14,7
S028,T026,38.0,55.82,5,5,5,3,4,0.3961,4,540.55,9
S028,T027,38.0,70.37,6,6,8,3,7,0.2554,3,711.32,12
S028,T028,38.0,68.95,6,8,7,3,6,0.2669,3,739.72,11
S028,T029,38.0,74.73,6,6,7,4,7,0.2116,1,824.64,11
S028,T030,38.0,77.36,6,7,7,4,7,0.2159,2,774.33,12
S029,T001,59.0,40.04,4,6,4,2,2,0.6094,5,405.21,8
S029,T002,59.0,49.92,5,7,6,3,4,0.4596,5,575.82,9
S029,T003,59.0,60.53,6,8,7,3,5,0.3879,5,635.41,12
S029,T004,63.0,32.36,4,5,3,2,1,0.6625,7,331.98,6
S029,T005,63.0,46.81,5,7,6,3,3,0.4917,4,550.36,10
S029,T006,46.0,52.78,5,7,6,3,4,0.4596,4,526.1,9
S029,T007,46.0,64.68,5,5,7,4,5,0.3347,4,655.71,10
S029,T008,82.0,26.79,2,3,3,1,1,0.7482,7,276.38,5
S029,T009,55.0,43.69,3,3,4,2,2,0.5842,6,373.53,6
S029,T010,55.0,59.62,4,6,6,2,4,0.4395,5,554.09,9
S029,T011,59.0,46.55,4,6,5,3,2,0.5508,6,460.52,9
S029,T012,59.0,55.07,5,6,6,3,4,0.4585,4,532.63,9
S029,T013,59.0,60.55,6,7,6,3,4,0.3663,3,692.76,10
S029,T014,63.0,39.41,4,4,4,2,2,0.6048,7,374.53,8
S029,T015,63.0,51.38,4,4,4,3,2,0.545,6,452.77,8
S029,T016,63.0,57.66,5,6,5,2,3,0.4546,4,619.64,10
S029,T017,46.0,51.54,6,8,5,3,4,0.4414,4,538.97,10
S029,T018,46.0,64.21,6,8,7,3,6,0.3362,3,638.87,11
S029,T019,46.0,73.97,5,5,7,4,6,0.2635,3,734.54,10
S029,T020,82.0,25.66,2,4,1,1,1,0.8142,9,220.85,3
S029,T021,82.0,32.7,2,3,2,1,1,0.7593,8,319.82,4
S029,T022,82.0,35.86,3,5,2,2,1,0.6942,7,357.38,5
S029,T023,82.0,37.62,4,5,5,2,3,0.6017,7,438.7,7
S029,T024,82.0,42.39,3,4,4,2,2,0.6325,6,419.19,7
S029,T025,82.0,33.45,3,3,2,1,1,0.6916,7,363.77,5
S029,T026,55.0,47.77,5,7,5,2,3,0.5367,5,443.38,8
S029,T027,55.0,59.61,6,8,6,3,4,0.4167,3,569.93,12
S029,T028,55.0,61.52,5,5,7,3,5,0.4114,5,612.34,10
S029,T029,55.0,62.05,6,7,6,3,5,0.3215,4,734.42,11
S029,T030,55.0,66.24,7,8,6,4,5,0.3121,2,720.34,11
S030,T001,43.0,55.71,5,5,6,3,5,0.4013,5,573.51,10
S030,T002,43.0,62.43,6,7,7,3,6,0.314,3,646.73,12
S030,T003,43.0,76.21,6,7,9,4,9,0.2039,3,826.47,13
S030,T004,62.0,43.39,3,3,3,2,1,0.6367,6,373.35,5
S030,T005,62.0,49.31,5,7,5,3,3,0.5114,5,514.49,9
S030,T006,74.0,34.16,3,4,2,1,0,0.7044,6,322.08,4
S030,T007,74.0,35.33,3,5,3,1,2,0.6433,6,418.93,5
S030,T008,42.0,60.41,5,6,6,4,5,0.3256,3,654.63,10
S030,T009,49.0,51.74,5,7,5,3,3,0.4656,5,528.04,9
S030,T010,49.0,54.59,4,5,6,2,5,0.412,3,600.74,9
S030,T011,43.0,49.98,4,4,6,3,4,0.4662,5,531.53,9
S030,T012,43.0,65.16,6,7,6,3,4,0.3421,3,675.61,11
S030,T013,43.0,77.15,6,8,8,4,8,0.2446,1,747.91,13
S030,T014,62.0,39.55,5,5,4,2,2,0.6048,6,360.04,8
S030,T015,62.0,55.48,5,6,5,2,3,0.4857,4,536.18,8
S030,T016,62.0,53.12,4,5,6,3,4,0.4255,5,610.33,10
S030,T017,74.0,26.39,3,5,3,2,1,0.7299,6,308.24,6
S030,T018,74.0,36.23,4,4,4,1,1,0.656,6,356.8,7
S030,T019,74.0,46.67,4,6,5,2,3,0.5075,6,525.14,8
S030,T020,42.0,59.78,5,5,5,3,4,0.4146,4,546.12,8
S030,T021,42.0,70.88,6,8,7,4,6,0.2925,4,665.15,12
S030,T022,42.0,60.24,5,5,7,3,6,0.3583,3,643.6,10
S030,T023,42.0,78.88,6,8,8,4,7,0.2124,1,780.5,13
S030,T024,42.0,74.54,7,8,7,4,6,0.2143,1,809.19,13
S030,T025,42.0,63.77,6,7,8,4,7,0.3084,3,691.24,12
S030,T026,49.0,46.74,5,7,5,2,3,0.5031,4,469.86,10
S030,T027,49.0,66.91,6,7,6,4,5,0.3591,4,656.21,11
S030,T028,49.0,55.98,4,6,7,3,5,0.3963,4,595.82,11
S030,T029,49.0,63.21,6,6,6,3,5,0.3277,3,720.56,11
S030,T030,49.0,67.61,6,7,6,3,5,0.3299,3,676.37,11
S031,T001,90.0,20.5,2,4,1,1,0,0.8742,9,165.02,4
S031,T002,90.0,23.4,1,1,2,1,0,0.8325,8,227.08,3
S031,T003,90.0,34.11,2,3,3,1,1,0.7342,8,338.66,5
S031,T004,69.0,41.05,4,4,3,2,2,0.6592,7,348.41,6
S031,T005,69.0,43.25,4,6,3,2,2,0.6252,6,426.31,6
S031,T006,56.0,42.87,4,4,3,2,2,0.592,6,411.26,6
S031,T007,56.0,56.69,5,7,6,3,4,0.4658,5,562.17,9
S031,T008,61.0,46.03,5,5,5,2,3,0.5209,4,509.83,8
S031,T009,37.0,59.25,5,7,7,3,6,0.3762,3,555.86,10
S031,T010,37.0,67.04,5,7,7,3,6,0.2916,2,706.68,11
S031,T011,90.0,19.01,1,1,1,0,0,0.9105,10,139.64,2
S031,T012,90.0,27.42,2,2,3,1,1,0.7808,8,252.49,5
S031,T013,90.0,39.56,3,3,2,2,1,0.6686,7,405.17,4
S031,T014,69.0,38.59,4,4,3,2,1,0.6559,6,339.55,6
S031,T015,69.0,45.04,4,6,4,2,1,0.6223,6,410.09,7
S031,T016,69.0,53.79,5,5,5,2,3,0.4627,5,565.87,8
S031,T017,56.0,45.06,4,4,4,2,2,0.5374,5,425.2,8
S031,T018,56.0,50.37,5,6,5,3,4,0.4722,5,520.54,9
S031,T019,56.0,59.14,4,6,6,3,5,0.3969,4,665.56,9
S031,T020,61.0,42.98,4,6,3,2,1,0.6353,6,379.18,7
S031,T021,61.0,51.19,4,5,4,2,3,0.5466,5,466.48,7
S031,T022,61.0,47.31,5,6,5,2,3,0.4958,4,507.42,9
S031,T023,61.0,55.53,4,6,6,3,5,0.4273,4,622.87,8
S031,T024,61.0,62.22,5,7,5,3,4,0.3922,4,635.66,8
S031,T025,61.0,45.86,4,5,5,2,2,0.5342,5,478.89,8
S031,T026,37.0,59.6,6,6,7,3,5,0.3815,5,599.48,11
S031,T027,37.0,67.24,5,5,8,3,7,0.2816,2,691.4,12
S031,T028,37.0,74.76,5,6,8,4,7,0.2695,2,688.21,12
S031,T029,37.0,83.99,6,6,8,5,9,0.1323,0,851.09,13
S031,T030,37.0,74.02,7,9,9,4,9,0.195,1,831.36,15
S032,T001,43.0,63.59,5,7,7,3,5,0.396,3,568.4,10
S032,T002,43.0,64.75,6,7,7,4,6,0.3018,3,682.11,11
S032,T003,43.0,72.18,6,6,7,3,6,0.2518,3,788.33,12
S032,T004,50.0,55.69,4,5,4,2,2,0.4765,4,476.27,7
S032,T005,50.0,54.92,5,6,6,3,4,0.4072,5,594.12,9
S032,T006,65.0,36.46,4,6,4,1,2,0.6391,6,336.62,8
S032,T007,65.0,42.11,3,3,5,3,2,0.5619,6,434.13,7
S032,T008,44.0,65.0,7,7,6,3,5,0.3212,3,656.97,12
S032,T009,43.0,57.28,5,6,5,3,3,0.3939,4,571.61,8
S032,T010,43.0,65.67,5,5,6,3,5,0.294,2,664.06,9
S032,T011,43.0,57.55,5,6,5,3,3,0.4396,4,526.04,8
S032,T012,43.0,66.02,6,7,7,3,5,0.341,3,648.8,12
S032,T013,43.0,79.85,6,6,7,4,6,0.2091,2,812.24,11
S032,T014,50.0,51.97,5,5,5,2,3,0.5379,5,447.73,8
S032,T015,50.0,61.69,6,8,7,3,5,0.3688,4,641.86,11
S032,T016,50.0,65.3,5,6,7,3,6,0.3243,2,696.19,10
S032,T017,65.0,32.45,4,6,4,2,2,0.6668,7,344.36,6
S032,T018,65.0,43.77,5,7,5,2,2,0.5883,6,451.7,8
S032,T019,65.0,59.33,6,7,6,3,5,0.4171,4,649.38,12
S032,T020,44.0,59.87,4,6,5,3,3,0.4422,4,510.75,8
S032,T021,44.0,65.65,6,6,6,4,5,0.3561,5,624.58,11
S032,T022,44.0,59.46,5,5,6,3,4,0.3548,3,637.59,9
S032,T023,44.0,71.44,6,8,7,3,6,0.2363,1,799.18,11
S032,T024,44.0,65.88,7,9,8,3,7,0.2703,4,736.49,13
S032,T025,44.0,65.31,5,5,6,3,5,0.3468,3,638.38,11
S032,T026,43.0,52.0,6,8,5,3,3,0.4614,5,512.46,9
S032,T027,43.0,67.04,6,7,7,4,6,0.3009,4,665.28,12
S032,T028,43.0,67.38,6,8,7,4,6,0.2977,3,682.63,11
S032,T029,43.0,79.53,7,8,7,4,6,0.1922,2,821.44,13
S032,T030,43.0,65.79,7,7,8,4,7,0.262,3,775.75,13
S033,T001,34.0,67.78,5,7,6,4,5,0.3043,4,652.74,9
S033,T002,34.0,74.43,6,8,7,3,6,0.2468,2,729.96,12
S033,T003,34.0,79.94,6,7,9,4,9,0.1682,1,819.09,13
S033,T004,68.0,32.05,3,3,2,2,1,0.7104,6,269.51,4
S033,T005,68.0,42.0,4,6,3,2,1,0.6186,5,391.57,5
S033,T006,44.0,57.8,6,6,5,3,4,0.4113,4,537.77,11
S033,T007,44.0,67.28,6,7,6,3,5,0.3394,3,630.37,10
S033,T008,84.0,26.28,3,3,3,1,1,0.7312,8,342.94,5
S033,T009,82.0,20.27,2,2,1,1,1,0.8378,8,200.21,2
S033,T010,82.0,27.14,3,5,3,2,1,0.7325,8,334.5,6
S033,T011,34.0,67.8,7,8,7,4,6,0.3055,4,666.01,13
S033,T012,34.0,70.57,6,8,8,4,8,0.2104,1,782.32,12
S033,T013,34.0,87.95,8,9,9,5,9,0.1085,0,905.51,16
S033,T014,68.0,29.02,3,4,4,1,1,0.6983,7,321.48,6
S033,T015,68.0,47.7,3,3,4,2,2,0.5905,5,442.5,6
S033,T016,68.0,55.52,4,4,6,3,4,0.475,4,551.41,10
S033,T017,44.0,58.81,4,4,7,3,5,0.4077,3,527.78,10
S033,T018,44.0,61.31,6,7,6,3,4,0.3729,5,614.44,12
S033,T019,44.0,73.37,6,8,7,3,6,0.2641,2,743.39,11
S033,T020,84.0,19.81,2,2,2,1,0,0.8481,9,170.57,3
S033,T021,84.0,30.53,3,3,3,1,1,0.723,8,298.81,5
S033,T022,84.0,27.3,4,5,3,1,0,0.7377,6,336.26,6
S033,T023,84.0,39.5,3,5,4,2,1,0.6653,7,418.29,7
S033,T024,84.0,32.32,3,3,4,2,2,0.6646,8,418.18,6
S033,T025,84.0,36.03,2,4,2,1,1,0.7033,6,364.75,4
S033,T026,82.0,28.9,3,3,2,1,1,0.7821,7,238.36,5
S033,T027,82.0,31.63,3,4,3,1,1,0.7356,7,338.92,5
S033,T028,82.0,32.84,2,2,3,1,1,0.7534,8,317.16,5
S033,T029,82.0,39.04,4,4,3,2,1,0.5812,6,476.97,6
S033,T030,82.0,46.1,4,5,4,2,2,0.6034,6,449.47,8
S034,T001,34.0,59.32,6,7,7,3,6,0.3718,4,593.18,11
S034,T002,34.0,71.12,6,6,7,4,6,0.2558,3,697.26,12
S034,T003,34.0,77.38,7,9,8,5,8,0.1417,2,888.25,14
S034,T004,44.0,53.92,4,5,6,3,4,0.4363,3,557.05,10
S034,T005,44.0,61.73,5,6,6,3,4,0.3307,2,654.76,9
S034,T006,70.0,36.5,3,3,4,1,2,0.7033,8,287.93,6
S034,T007,70.0,47.57,5,7,4,2,2,0.5622,5,435.57,8
S034,T008,43.0,63.63,6,8,6,3,5,0.3477,3,624.2,11
S034,T009,38.0,62.8,4,4,5,3,4,0.414,4,564.4,8
S034,T010,38.0,73.42,6,7,8,4,8,0.2431,3,710.83,12
S034,T011,34.0,64.29,5,6,6,3,4,0.3212,3,635.28,10
S034,T012,34.0,69.64,5,7,8,4,8,0.2464,2,747.79,11
S034,T013,34.0,79.8,7,9,9,5,9,0.1182,1,879.94,14
S034,T014,44.0,58.69,4,6,7,2,5,0.4443,5,543.33,9
S034,T015,44.0,64.16,5,7,7,3,6,0.3188,4,661.32,10
S034,T016,44.0,76.39,7,7,7,4,6,0.2514,2,790.2,13
S034,T017,70.0,30.16,2,3,2,2,1,0.6835,7,325.55,4
S034,T018,70.0,40.92,4,6,4,2,2,0.6225,6,420.32,8
S034,T019,70.0,51.82,5,5,5,3,3,0.5119,4,547.19,10
S034,T020,43.0,57.78,5,7,6,2,4,0.4539,4,501.81,9
S034,T021,43.0,62.58,5,6,6,3,5,0.3514,3,668.76,9
S034,T022,43.0,63.73,5,6,7,3,6,0.3348,4,659.55,10
S034,T023,43.0,76.15,7,8,8,4,8,0.233,2,772.44,13
S034,T024,43.0,77.18,6,7,8,4,8,0.2304,2,755.09,12
S034,T025,43.0,59.82,7,9,6,4,5,0.3344,2,635.8,12
S034,T026,38.0,62.62,5,6,6,3,4,0.3823,5,552.15,11
S034,T027,38.0,68.07,6,8,6,3,5,0.2873,3,690.31,11
S034,T028,38.0,73.83,6,6,8,4,7,0.2631,2,716.89,11
S034,T029,38.0,77.95,7,8,8,4,8,0.1874,1,847.36,13
S034,T030,38.0,77.01,7,9,8,4,8,0.1673,1,826.92,13
S035,T001,86.0,18.92,2,4,1,1,0,0.8851,8,123.62,2
S035,T002,86.0,32.47,3,3,2,2,1,0.7419,8,334.85,4
S035,T003,86.0,39.29,4,4,3,2,2,0.6365,5,456.87,7
S035,T004,64.0,41.36,3,5,4,2,2,0.6021,6,413.33,7
S035,T005,64.0,52.0,5,6,4,3,3,0.5096,5,483.83,7
S035,T006,58.0,44.06,4,5,3,2,1,0.6035,5,397.38,7
S035,T007,58.0,52.95,3,3,6,2,4,0.5114,6,514.99,7
S035,T008,77.0,32.09,2,2,3,1,2,0.6808,7,359.56,4
S035,T009,78.0,29.22,2,4,3,1,1,0.7797,7,207.41,5
S035,T010,78.0,34.53,3,4,4,2,2,0.6567,7,372.74,7
S035,T011,86.0,18.31,2,3,1,1,0,0.8902,8,145.91,2
S035,T012,86.0,24.5,3,4,2,1,0,0.797,9,243.09,5
S035,T013,86.0,37.83,3,3,4,2,2,0.6478,6,424.08,6
S035,T014,64.0,36.73,4,5,3,2,2,0.6406,6,348.97,6
S035,T015,64.0,43.77,4,6,4,2,2,0.573,6,436.24,7
S035,T016,64.0,58.2,4,6,6,3,4,0.4624,4,558.26,9
S035,T017,58.0,45.19,4,6,3,2,1,0.5667,6,447.45,6
S035,T018,58.0,53.05,4,4,6,2,3,0.4974,4,543.59,8
S035,T019,58.0,52.95,4,5,6,3,4,0.4152,5,634.95,8
S035,T020,77.0,23.55,3,4,2,1,0,0.79,7,203.6,5
S035,T021,77.0,30.22,3,3,4,2,2,0.691,7,357.95,7
S035,T022,77.0,30.63,4,5,3,1,1,0.6987,7,331.92,6
S035,T023,77.0,46.3,3,4,5,3,3,0.5533,5,494.37,7
S035,T024,77.0,40.52,4,6,5,2,3,0.5615,6,519.0,8
S035,T025,77.0,35.4,3,3,4,1,2,0.6387,6,418.98,6
S035,T026,78.0,24.73,3,4,3,2,1,0.7513,7,260.99,6
S035,T027,78.0,34.83,2,4,3,1,1,0.7067,8,354.57,4
S035,T028,78.0,38.87,4,5,3,2,1,0.665,7,388.7,6
S035,T029,78.0,45.95,3,3,4,2,2,0.5462,5,544.04,6
S035,T030,78.0,41.03,5,6,4,2,3,0.5537,7,486.45,9
S036,T001,41.0,51.98,4,5,6,3,4,0.4404,4,527.04,9
S036,T002,41.0,67.66,6,7,7,3,5,0.3272,4,691.69,11
S036,T003,41.0,78.46,6,7,8,3,7,0.2272,2,775.58,13
S036,T004,36.0,63.51,5,5,7,3,5,0.363,3,614.43,10
S036,T005,36.0,72.02,6,7,8,4,7,0.2354,2,725.19,13
S036,T006,56.0,44.54,4,6,4,2,2,0.5262,6,454.07,7
S036,T007,56.0,55.07,5,7,5,3,4,0.4661,4,542.26,10
S036,T008,55.0,49.66,4,6,4,3,2,0.4891,4,548.0,7
S036,T009,58.0,43.04,4,5,4,2,2,0.5752,6,427.54,7
S036,T010,58.0,54.35,4,4,6,3,4,0.5071,5,528.99,9
S036,T011,41.0,56.22,5,6,6,3,4,0.4148,4,518.9,10
S036,T012,41.0,62.4,6,6,7,4,6,0.3236,4,657.39,13
S036,T013,41.0,75.91,6,6,7,4,7,0.1857,3,807.41,12
S036,T014,36.0,63.31,5,6,7,4,6,0.3227,3,599.15,10
S036,T015,36.0,73.17,6,8,7,4,6,0.2774,3,719.21,11
S036,T016,36.0,78.43,8,8,9,5,9,0.1223,0,896.08,15
S036,T017,56.0,46.34,4,6,4,2,2,0.5768,6,399.64,8
S036,T018,56.0,52.84,4,6,6,2,4,0.4918,5,516.94,8
S036,T019,56.0,62.24,6,6,7,3,5,0.3354,3,676.8,11
S036,T020,55.0,44.23,5,5,4,2,2,0.5697,5,435.88,9
S036,T021,55.0,62.21,6,6,6,3,4,0.4171,5,601.51,10
S036,T022,55.0,60.03,4,6,6,3,4,0.44,5,587.91,9
S036,T023,55.0,61.8,5,6,6,3,4,0.3348,4,676.68,9
S036,T024,55.0,67.37,6,7,6,3,5,0.3336,4,697.83,11
S036,T025,55.0,59.01,6,8,6,3,4,0.4236,5,570.72,11
S036,T026,58.0,45.82,5,7,5,2,3,0.5566,5,409.54,9
S036,T027,58.0,48.05,4,6,4,3,2,0.5138,5,495.98,6
S036,T028,58.0,54.86,5,5,4,2,2,0.4961,5,499.54,8
S036,T029,58.0,59.73,6,7,7,3,5,0.3837,5,647.78,11
S036,T030,58.0,58.91,5,7,6,4,4,0.3699,5,691.71,9
S037,T001,74.0,34.83,2,4,2,1,0,0.7341,8,299.23,4
S037,T002,74.0,45.35,5,5,3,2,1,0.6159,7,405.06,8
S037,T003,74.0,45.46,4,4,5,2,2,0.5367,6,504.88,8
S037,T004,70.0,30.42,2,4,4,1,1,0.7179,8,288.01,6
S037,T005,70.0,35.48,4,5,4,1,2,0.633,6,417.71,8
S037,T006,89.0,13.11,2,4,2,0,0,0.9218,10,126.63,3
S037,T007,89.0,24.33,2,2,2,1,0,0.8208,9,257.38,4
S037,T008,36.0,70.16,6,6,7,4,6,0.231,2,722.66,12
S037,T009,54.0,43.3,4,5,4,2,2,0.5385,5,460.69,8
S037,T010,54.0,56.4,5,5,5,3,3,0.4525,5,526.1,9
S037,T011,74.0,33.65,2,3,2,1,1,0.7338,7,273.29,4
S037,T012,74.0,42.32,4,5,3,2,1,0.6268,5,429.43,5
S037,T013,74.0,43.6,4,5,4,2,2,0.5759,5,463.43,6
S037,T014,70.0,31.53,3,5,3,1,1,0.6992,7,324.86,5
S037,T015,70.0,45.29,3,4,4,2,2,0.5886,6,441.61,6
S037,T016,70.0,54.98,4,4,5,2,3,0.5028,5,563.96,9
S037,T017,89.0,10.46,2,4,1,0,0,0.9168,10,127.29,3
S037,T018,89.0,27.79,3,5,2,1,1,0.7581,8,266.97,4
S037,T019,89.0,38.26,4,5,4,2,2,0.7022,7,390.04,8
S037,T020,36.0,63.55,4,6,6,3,5,0.3755,3,597.49,9
S037,T021,36.0,73.01,7,9,7,3,6,0.2684,2,721.32,13
S037,T022,36.0,64.56,6,6,7,3,6,0.2832,3,686.53,12
S037,T023,36.0,77.23,7,8,8,4,8,0.167,2,827.2,13
S037,T024,36.0,72.31,7,9,9,4,9,0.1883,3,841.04,14
S037,T025,36.0,72.99,6,6,8,3,7,0.2649,3,711.92,12
S037,T026,54.0,51.26,4,6,4,2,3,0.5468,5,438.61,7
S037,T027,54.0,49.85,4,6,6,3,3,0.4737,4,514.0,10
S037,T028,54.0,57.79,6,7,5,2,3,0.4613,5,534.59,10
S037,T029,54.0,61.9,6,8,7,3,5,0.3531,4,701.38,12
S037,T030,54.0,64.51,5,5,6,3,4,0.3661,4,678.19,9
S038,T001,50.0,46.34,4,5,5,3,3,0.5064,6,476.74,8
S038,T002,50.0,59.27,6,7,6,3,4,0.4186,3,611.32,11
S038,T003,50.0,64.22,6,8,7,3,6,0.3232,3,727.77,12
S038,T004,82.0,20.03,2,3,1,1,0,0.8537,8,185.37,2
S038,T005,82.0,38.2,3,5,2,1,1,0.6942,7,329.53,6
S038,T006,45.0,56.96,4,6,6,3,4,0.4106,5,568.01,10
S038,T007,45.0,62.8,6,8,7,3,5,0.353,3,653.52,11
S038,T008,41.0,63.86,6,7,6,3,5,0.3358,3,671.83,11
S038,T009,57.0,39.22,4,4,5,2,2,0.5906,6,382.54,8
S038,T010,57.0,51.81,5,6,6,2,4,0.4564,4,539.78,10
S038,T011,50.0,44.4,5,7,4,2,2,0.516,5,484.24,9
S038,T012,50.0,58.26,6,8,6,3,4,0.3845,4,627.77,10
S038,T013,50.0,65.4,6,8,7,4,6,0.2834,3,709.85,12
S038,T014,82.0,17.34,2,3,2,1,0,0.8496,8,198.98,3
S038,T015,82.0,28.11,3,3,3,1,1,0.7492,7,313.28,5
S038,T016,82.0,40.86,3,5,5,2,3,0.5965,7,470.52,8
S038,T017,45.0,47.77,5,7,6,2,4,0.4772,6,501.97,10
S038,T018,45.0,64.27,7,9,7,4,5,0.3317,3,659.42,13
